"date","location","category","payment_location","payment_status","payment_mode","membership_product","gross_member_count","gross_amount"
"2025-07-19","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2025-07-19","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","1","0.0"
"2025-07-19","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","3","0.0"
"2025-07-19","DCP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","2500.0"
"2025-07-19","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","49","8950.0"
"2025-07-19","JAP","CORPORATE","POINT OF SALES","PAID","CARD","1 MONTH","1","150.0"
"2025-07-19","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","5","0.0"
"2025-07-19","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2025-07-19","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","3","0.0"
"2025-07-19","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","2","300.0"
"2025-07-19","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","92","18600.0"
"2025-07-19","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","5","750.0"
"2025-07-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","100.0"
"2025-07-20","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2025-07-20","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","15","0.0"
"2025-07-20","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","19","0.0"
"2025-07-20","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","6 MONTH","1","0.0"
"2025-07-20","DCP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","1200.0"
"2025-07-20","DCP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","1","2500.0"
"2025-07-20","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","60","10950.0"
"2025-07-20","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","8","8400.0"
"2025-07-20","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","39","0.0"
"2025-07-20","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","6","0.0"
"2025-07-20","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","5","750.0"
"2025-07-20","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","182","32900.0"
"2025-07-20","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","900.0"
"2025-07-20","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","1600.0"
"2025-07-20","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","3","1260.0"
"2025-07-20","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1085.0"
"2025-07-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","1250.0"
"2025-07-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","1400.0"
"2025-07-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1050.0"
"2025-07-21","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","4","9300.0"
"2025-07-21","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","8","0.0"
"2025-07-21","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","64","0.0"
"2025-07-21","DCP","CORPORATE","POINT OF SALES","FREE","CARD","3 MONTH","1","0.0"
"2025-07-21","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","11","27500.0"
"2025-07-21","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","6","45000.0"
"2025-07-21","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","6","90000.0"
"2025-07-21","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","59","11050.0"
"2025-07-21","JAP","CORPORATE","POINT OF SALES","PAID","CASH","1 MONTH","1","150.0"
"2025-07-21","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","5","0.0"
"2025-07-21","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","1","0.0"
"2025-07-21","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","2","300.0"
"2025-07-21","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","89","21100.0"
"2025-07-21","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1450.0"
"2025-07-21","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","1500.0"
"2025-07-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","9","2000.0"
"2025-07-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2025-07-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2025-07-22","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2400.0"
"2025-07-22","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","20","0.0"
"2025-07-22","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","133","0.0"
"2025-07-22","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","6 MONTH","1","0.0"
"2025-07-22","DCP","CORPORATE","POINT OF SALES","FREE","CARD","3 MONTH","1","0.0"
"2025-07-22","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","50","10100.0"
"2025-07-22","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","1","450.0"
"2025-07-22","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","10","0.0"
"2025-07-22","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","2","0.0"
"2025-07-22","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","1","0.0"
"2025-07-22","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","350.0"
"2025-07-22","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","87","18350.0"
"2025-07-22","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","3","2550.0"
"2025-07-22","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","1250.0"
"2025-07-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","22","3300.0"
"2025-07-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2025-07-23","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","3","6900.0"
"2025-07-23","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","34","0.0"
"2025-07-23","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","186","0.0"
"2025-07-23","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","6 MONTH","1","0.0"
"2025-07-23","DCP","CORPORATE","POINT OF SALES","FREE","CARD","3 MONTH","1","0.0"
"2025-07-23","DCP","DIRECT","POINT OF SALES","FREE","BOTH","3 MONTH","1","0.0"
"2025-07-23","DCP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","1","0.0"
"2025-07-23","DCP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","1","1200.0"
"2025-07-23","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","62","10500.0"
"2025-07-23","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","22","144900.0"
"2025-07-23","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","1","900.0"
"2025-07-23","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-07-23","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2025-07-23","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","2","0.0"
"2025-07-23","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","67","14200.0"
"2025-07-23","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","1","900.0"
"2025-07-23","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","8","1800.0"
"2025-07-23","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","4","1800.0"
"2025-07-23","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1890.0"
"2025-07-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","44","7550.0"
"2025-07-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","7","7950.0"
"2025-07-24","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","2100.0"
"2025-07-24","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","14","0.0"
"2025-07-24","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","12 MONTH","1","0.0"
"2025-07-24","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","139","0.0"
"2025-07-24","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","1","2500.0"
"2025-07-24","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","12 MONTH","3","90000.0"
"2025-07-24","DCP","DIRECT","POINT OF SALES","FREE","BOTH","3 MONTH","1","0.0"
"2025-07-24","DCP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","2500.0"
"2025-07-24","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","63","12350.0"
"2025-07-24","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","4","1800.0"
"2025-07-24","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","8","0.0"
"2025-07-24","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","1","0.0"
"2025-07-24","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","92","18300.0"
"2025-07-24","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","15","27000.0"
"2025-07-24","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","6","4950.0"
"2025-07-24","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","3","4800.0"
"2025-07-24","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","3150.0"
"2025-07-24","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","900.0"
"2025-07-25","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","48","8650.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","1","0.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","3","650.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","BOTH","3 MONTH","2","900.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","106","22300.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","18","37200.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","28","17550.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","23","20700.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","2300.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","2","3600.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","2","900.0"
"2025-07-25","JAP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","900.0"
"2025-07-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","24","5150.0"
"2025-07-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","1400.0"
"2025-07-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","3600.0"
"2025-07-26","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","4200.0"
"2025-07-26","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","11","0.0"
"2025-07-26","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","9","0.0"
"2025-07-26","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","6 MONTH","1","0.0"
"2025-07-26","DCP","CORPORATE","POINT OF SALES","FREE","CARD","1 MONTH","1","0.0"
"2025-07-26","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","47","8050.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","1","0.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","10","0.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","13","2450.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","BOTH","12 MONTH","1","1800.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","BOTH","3 MONTH","5","2250.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","BOTH","6 MONTH","4","3600.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","120","25900.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","15","29400.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","31","13950.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","25","23700.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","10","2850.0"
"2025-07-26","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","1950.0"
"2025-07-26","JWM","DIRECT","POINT OF SALES","PAID","CASH","12 MONTH","1","3500.0"
"2025-07-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","231","32000.0"
"2025-07-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2025-07-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","6","7950.0"
"2025-07-27","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","4500.0"
"2025-07-27","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","14","0.0"
"2025-07-27","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","15","0.0"
"2025-07-27","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","7","25200.0"
"2025-07-27","DCP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","2","3700.0"
"2025-07-27","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","58","11700.0"
"2025-07-27","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","3","3900.0"
"2025-07-27","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","63","132300.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","7","0.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","1","150.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","252","52200.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","25","47400.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","70","37350.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","50","51000.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","9","1750.0"
"2025-07-27","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","1350.0"
"2025-07-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","139","18125.0"
"2025-07-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","1","700.0"
"2025-07-28","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","3450.0"
"2025-07-28","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","16","0.0"
"2025-07-28","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","67","0.0"
"2025-07-28","DCP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","1","2500.0"
"2025-07-28","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","59","11200.0"
"2025-07-28","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","47","31350.0"
"2025-07-28","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","34","71400.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","3","0.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","1","0.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","4","0.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","217","47000.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","9","16200.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","37","24600.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","27","26700.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","12","2750.0"
"2025-07-28","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","2550.0"
"2025-07-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","102","12700.0"
"2025-07-29","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","4500.0"
"2025-07-29","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","10","0.0"
"2025-07-29","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","66","0.0"
"2025-07-29","DCP","CORPORATE","POINT OF SALES","FREE","CARD","1 MONTH","1","0.0"
"2025-07-29","DCP","CORPORATE","POINT OF SALES","FREE","CARD","3 MONTH","1","0.0"
"2025-07-29","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","55","10250.0"
"2025-07-29","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","4","4200.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","2","0.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","4","0.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","1","0.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","293","69450.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","16","33600.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","61","41100.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","42","48600.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","13","3100.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","5","2850.0"
"2025-07-29","JAP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","2","1800.0"
"2025-07-29","JWM","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1085.0"
"2025-07-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","49","6650.0"
"2025-07-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","3","2200.0"
"2025-07-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","9","10350.0"
"2025-07-30","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","8","18600.0"
"2025-07-30","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","6","0.0"
"2025-07-30","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","94","0.0"
"2025-07-30","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","56","10800.0"
"2025-07-30","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","6","2700.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","4","0.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","2","0.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","PAID","BOTH","1 MONTH","7","1800.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","205","50200.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","11","19800.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","46","41100.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","20","30000.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","9","1750.0"
"2025-07-30","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","15","9150.0"
"2025-07-30","JWM","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","1","1890.0"
"2025-07-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","24","5200.0"
"2025-07-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","2","1600.0"
"2025-07-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","3450.0"
"2025-07-31","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","7","15900.0"
"2025-07-31","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","25","0.0"
"2025-07-31","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","6 MONTH","1","0.0"
"2025-07-31","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","43","107500.0"
"2025-07-31","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","43","325000.0"
"2025-07-31","DCP","CORPORATE","POINT OF SALES","PAID","CARD","3 MONTH","1","7500.0"
"2025-07-31","DCP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","2","5000.0"
"2025-07-31","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","40","8200.0"
"2025-07-31","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","27","57300.0"
"2025-07-31","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","65","136500.0"
"2025-07-31","JAP","CORPORATE","POINT OF SALES","PAID","CARD","1 MONTH","1","350.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","FREE","CARD","6 MONTH","1","0.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","5","0.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","FREE","CASH","3 MONTH","1","0.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","2","0.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","209","57550.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","PAID","CARD","12 MONTH","4","9600.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","35","30600.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","PAID","CARD","6 MONTH","22","34200.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","14","4550.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","1950.0"
"2025-07-31","JAP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","3","2700.0"
"2025-07-31","JWM","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","1","420.0"
"2025-08-01","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","1","0.0"
"2025-08-01","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","40","5024.67"
"2025-08-01","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","2","1620.92"
"2025-08-01","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","4","0.0"
"2025-08-01","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","2","0.0"
"2025-08-01","JAP","DIRECT","POINT OF SALES","FREE","CASH","6 MONTH","2","0.0"
"2025-08-01","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","133","22384.61"
"2025-08-01","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","131.09"
"2025-08-01","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","6","821.41"
"2025-08-01","JAP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","450.0"
"2025-08-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","14","1700.0"
"2025-08-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","2 MONTH","6","4400.0"
"2025-08-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","3","3450.0"
"2025-08-02","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","8","18000.0"
"2025-08-02","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","1","0.0"
"2025-08-02","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","8","0.0"
"2025-08-02","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","1","2500.0"
"2025-08-02","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","30","3681.85"
"2025-08-02","JAP","CORPORATE","POINT OF SALES","PAID","BOTH","3 MONTH","11","10513.34"
"2025-08-02","JAP","DIRECT","POINT OF SALES","FREE","CASH","1 MONTH","3","0.0"
"2025-08-02","JAP","DIRECT","POINT OF SALES","FREE","CASH","12 MONTH","1","0.0"
"2025-08-02","JAP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","94","16828.44"
"2025-08-02","JAP","DIRECT","POINT OF SALES","PAID","CARD","3 MONTH","1","131.09"
"2025-08-02","JAP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","7","455.9"
"2025-08-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","1 MONTH","28","4000.0"
"2025-08-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","3 MONTH","1","1200.0"
"2025-08-03","AHP","DIRECT","POINT OF SALES","PAID","CASH","6 MONTH","5","11700.0"
"2025-08-03","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","1 MONTH","11","0.0"
"2025-08-03","DCP","CORPORATE","POINT OF SALES","FREE","BOTH","3 MONTH","53","0.0"
"2025-08-03","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","1 MONTH","10","50000.0"
"2025-08-03","DCP","CORPORATE","POINT OF SALES","PAID","BOTH","6 MONTH","10","150000.0"
"2025-08-03","DCP","DIRECT","POINT OF SALES","PAID","CARD","1 MONTH","2","5000.0"
